period,ugs_id,network_id,N_interactions,P_plants,A_pollinators,L_links,singleton_rate,connectance,link_evenness,H2_specialization,WNODF_nestedness,plants_recorded,plant_records_rows,availability_sum,availability_n_nonmissing,share_interactions_species_id,share_taxa_species_id,share_bee_interactions,ugs_type,site_name,lat,lon,plant_trait_node_cov,plant_trait_weighted_cov,alien_share_unweighted,alien_share_weighted,flower_color_richness,symmetry_richness,pollination_syndrome_richness,plant_height_range,flowering_start_range,poll_trait_node_cov,poll_trait_weighted_cov,bee_trait_weighted_cov,bee_itd_range,bee_tongue_range,lecty_richness,nesting_richness,sociality_richness,botgarden_overlap_node,botgarden_overlap_weighted,s_N,s_P,s_A,s_L,s_singletons,s_species_id,score_richness,score_completeness,s_connectance,s_evenness,s_H2,score_structure,s_plant_traits_cov,s_bee_traits_cov,score_trait_coverage,s_color_rich,s_symm_rich,s_syn_rich,s_height_rng,s_flow_rng,score_plant_trait_breadth,s_itd_rng,s_tong_rng,s_lecty_rich,s_nest_rich,s_soc_rich,score_bee_trait_breadth,score_trait_breadth,score_overall_noBG
C,2,C_2,36,11,21,27,0.8518518518518519,0.11688311688311688,0.9543537656746176,0.7490000763126156,4.415094339622642,42,43,1591,17,1,1,0.5833333333333334,Allotment,Grubenacker,47.4177,8.55346,1,1,0.2727272727272727,0.4722222222222222,4,2,2,1.220924242424243,3,0.7619047619047619,0.7777777777777778,1,5.13,10.72434204795349,1,3,3,NA,NA,0.3226495726495727,0.6666666666666666,0.8854166666666672,0.6646706586826349,0.33755274261603385,1,0.6348508911663854,0.6687763713080169,0.04081787804148039,0.8612265907538673,0.5071168594975415,0.4697204427642964,1,1,1,0.5,1,0.5,0.1188943479150636,0.4,0.5037788695830128,1,0.9963028308220614,0,0.5,0.5,0.5992605661644123,0.5515197178737126,0.6633056689301733
B,14,B_14,54,12,23,32,0.8125,0.11594202898550725,0.887218214270692,0.7456300609573502,4.1200179131213615,20,32,2717,20,0.9259259259259259,0.8695652173913043,0.7777777777777778,Real estate,Regina Pärkli,47.41207,8.53283,0.9166666666666666,0.9814814814814815,0.09090909090909091,0.037037037037037035,5,2,2,3.1675517424242328,5,0.5652173913043478,0.7962962962962963,0.9523809523809523,4.6000000000000005,9.782955214398552,2,4,3,NA,NA,0.5149572649572651,0.75,0.9895833333333339,0.8143712574850301,0.42721518987341783,0.6783327670177823,0.7672279639439072,0.5527739784456001,0.03846174411380042,0.6571214879423279,0.5004992329762143,0.3986941550107809,0.9126515896427402,0.623143881208397,0.7678977354255686,0.75,1,0.5,0.3447511999103256,0.8,0.6789502399820652,0.8917555374415899,0.8783439988556805,0.5,0.75,0.5,0.7040199072594541,0.6914850736207596,0.6615832721942113
C,46,C_46,59,9,20,24,0.75,0.13333333333333333,0.7874959977877497,0.8402801920909344,4.20353982300885,18,26,38128,16,0.9830508474576272,0.95,0.8305084745762712,Park,Muraltengut,47.3527107,8.53272972,0.8888888888888888,0.9830508474576272,0,0,4,2,2,0.8933594347319345,6,0.65,0.8813559322033898,1,4.986075,10.9364983851625,1,3,4,NA,NA,0.5683760683760686,0.5,0.8333333333333338,0.5748502994011977,0.5696202531645571,0.926398175504069,0.61913992527765,0.7480092143343131,0.08200309909732643,0.3539466003870677,0.6863616555488762,0.3741037850110901,0.9200539973001352,1,0.9600269986500676,0.5,1,0.5,0.08088874268765438,1,0.6161777485375308,0.989374039852798,1,0,0.5,0.75,0.6478748079705596,0.6320262782540452,0.6605800583525008
C,32,C_32,57,11,16,31,0.7419354838709677,0.17613636363636365,0.869745437616109,0.5455960603509983,8.857142857142858,23,26,801,7,1,1,0.9473684210526315,Garden,Kapfsteig,47.36071,8.56979,1,1,0.36363636363636365,0.5964912280701754,5,1,1,0.593369369369369,4,0.8125,0.9473684210526315,1,3.41,8.071848810288857,2,4,3,NA,NA,0.5470085470085472,0.6666666666666666,0.6250000000000003,0.7844311377245511,0.5879951000408331,1,0.6557765878499413,0.7939975500204166,0.18916596046303114,0.6040008566090131,0.10769677719170354,0.3002878647545826,1,1,1,0.75,0,0,0.04608248838751618,0.6,0.27921649767750323,0.5908657676576411,0.6639368012993164,0.5,0.75,0.5,0.6009605137913915,0.44008850573444735,0.660162175430692
C,45,C_45,61,9,16,25,0.72,0.1736111111111111,0.8334349257962191,0.7753878298136819,7.104700854700856,17,18,1758,10,0.9836065573770492,0.9375,0.9508196721311475,Park,Kloptstockwiese,47.36235,8.52484,1,1,0.1111111111111111,0.03278688524590164,5,2,3,1.574330636563226,3,0.8125,0.9508196721311475,0.9827586206896551,5.13,10.962536233768077,1,3,5,NA,NA,0.5897435897435899,0.5,0.6250000000000003,0.6047904191616768,0.637974683544304,0.9288113500777059,0.5798835022263167,0.7833930168110049,0.18284366775708982,0.493609855222155,0.5589339223290392,0.4117958151027613,1,0.8635520949202815,0.9317760474601408,0.75,1,1,0.1598982151959008,0.4,0.6619796430391802,1,1,0,0.5,1,0.7,0.6809898215195901,0.658266765789122
B,7,B_7,62,14,23,34,0.6764705882352942,0.10559006211180125,0.9324776320390211,0.6932941915082185,9.011627906976743,31,32,1613,18,0.967741935483871,0.9130434782608695,0.6612903225806451,Allotment,Gemeinschaftsgarten Grünhölzli,47.38736,8.46865,0.8571428571428571,0.9354838709677419,0.5,0.2903225806451613,6,1,2,0.507916666666668,2,0.7391304347826086,0.7580645161290323,0.8695652173913043,3.9804824074074077,9.038818853193831,2,3,3,NA,NA,0.6004273504273506,0.9166666666666666,0.9895833333333339,0.8742514970059883,0.7371556217423679,0.8599191082174215,0.8452322118583349,0.7985373649798947,0.012544270909320655,0.7947188997996627,0.39772841410081716,0.40166386160326684,0.695689409077933,0,0.3478447045389665,1,0,0.5,0.03616786505720816,0.2,0.34723357301144164,0.7351114149102526,0.7851012926028751,0.5,0.5,0.5,0.6040425415026255,0.47563805725703356,0.6577904483863514
A,50,A_50,57,9,21,28,0.8214285714285714,0.14814814814814814,0.8362068969438075,0.8427086459497322,2.710027100271003,19,19,2365,16,1,1,0.8070175438596491,Ruderal,Glattparkstrasse,47.4172938734014,8.56340153047356,0.8888888888888888,0.9473684210526315,0.25,0.40350877192982454,4,2,2,0.369964367816092,1,0.8095238095238095,0.9298245614035088,1,4.124407407407408,8.800624667379244,2,4,4,NA,NA,0.5470085470085472,0.5,0.8854166666666672,0.6946107784431139,0.4068716094032552,1,0.656758998029582,0.7034358047016276,0.11909388297218192,0.5020371853659877,0.6911303580524687,0.4374204754635461,0.7517466231951557,1,0.8758733115975779,0.5,1,0.5,0.020161992365128726,0,0.40403239847302574,0.7715026418986181,0.7552547864288198,0.5,0.75,0.75,0.7053514856654876,0.5546919420692566,0.6558540224182526
B,55,B_55,72,14,12,25,0.64,0.1488095238095238,0.7293689116727258,0.5013753462214657,20.169851380042466,28,28,576,13,1,1,0.8611111111111112,Ruderal,Hinterhagenweg,47.3454633307774,8.51989234039952,0.9285714285714286,0.9722222222222222,0,0,5,2,2,0.613456563351315,3,0.75,0.9166666666666666,1,3.3444074074074077,7.722407903230314,2,2,3,NA,NA,0.7072649572649574,0.9166666666666666,0.4166666666666669,0.6047904191616768,0.8202531645569622,1,0.6613471774399919,0.9101265822784811,0.1207497215380237,0.1772289799975159,0.020861513916597928,0.10628007181737918,0.8689773844641101,1,0.934488692232055,0.75,1,0.5,0.04841309883978839,0.4,0.5396826197679577,0.5742807759898113,0.6201507191398268,0.5,0.25,0.5,0.4888862990259276,0.5142844593969427,0.6541079479788025
A,7,A_7,82,14,17,28,0.7142857142857143,0.11764705882352941,0.7976472409559505,0.7489270637118236,7.797356828193832,36,38,7444,10,1,1,0.8536585365853658,Allotment,Gemeinschaftsgarten Grünhölzli,47.38736,8.46865,0.8571428571428571,0.7926829268292683,0.3333333333333333,0.3780487804878049,5,2,1,0.886214285714286,2,0.7647058823529411,0.9512195121951219,0.9857142857142858,5.696,11.807477709022391,2,4,4,NA,NA,0.8141025641025643,0.9166666666666666,0.6770833333333337,0.6946107784431139,0.6509945750452081,1,0.7756158356364197,0.8254972875226041,0.042730504406302966,0.38480834929927543,0.5069734862269607,0.3115041133108464,0.022123893805309835,0.8869431643625196,0.45453352908391476,0.75,1,0,0.08005972898875043,0.2,0.4060119457977501,1,1,0.5,0.75,0.75,0.8,0.603005972898875,0.6505520354081903
A,43,A_43,42,12,21,31,0.8387096774193549,0.12301587301587301,0.9423034319270029,0.7266316665681698,2.9287439613526574,26,33,2038,20,0.9761904761904762,0.9523809523809523,0.8333333333333334,Park,Villa Hohenbühl,47.3667038,8.55088549,0.9166666666666666,0.9761904761904762,0,0,4,2,3,11.932648576080162,1,0.7619047619047619,0.8571428571428571,0.9428571428571428,4.124407407407408,8.800624667379244,2,3,4,NA,NA,0.3867521367521369,0.75,0.8854166666666672,0.7844311377245511,0.36749693752552065,0.8966069608271442,0.7016499852858388,0.6320519491763325,0.056172017470194915,0.8245912379931176,0.4631924953745481,0.4479852502792869,0.8876949009692371,0.5477726574500767,0.717733779209657,0.5,1,1,1,0,0.7,0.7715026418986181,0.7552547864288198,0.5,0.5,0.75,0.6553514856654876,0.6776757428327438,0.649695812656218
C,34,C_34,35,9,18,24,0.6666666666666666,0.14814814814814814,0.9644572918944546,0.7572946393455314,6.349206349206349,23,25,1450,12,0.9714285714285714,0.9444444444444444,0.8285714285714286,Garden,NA,47.33657,8.51649,1,1,0.1111111111111111,0.02857142857142857,4,2,3,2.067454941286726,3,0.9444444444444444,0.9714285714285714,0.9655172413793104,4.313000000000001,8.99952728926705,2,3,5,NA,NA,0.311965811965812,0.5,0.7291666666666671,0.5748502994011977,0.7594936708860762,0.8759283529925731,0.5289956945084192,0.8177110119393247,0.11909388297218192,0.8919432708843642,0.5234047141578122,0.5114806226714528,1,0.727104189840564,0.863552094920282,0.5,1,1,0.2171128097226927,0.4,0.6234225619445386,0.8191880047289906,0.780177931852828,0.5,0.5,1,0.7198731873163637,0.6716478746304512,0.648560175293038
A,27,A_27,42,13,19,26,0.9230769230769231,0.10526315789473684,0.8366712820019592,0.8630893055423577,0.8032128514056225,30,31,670,15,1,1,0.6904761904761905,Garden,Breitensteinstrasse,47.39275,8.52191,0.9230769230769231,0.9761904761904762,0,0,5,2,2,1.599241193558597,3,0.5789473684210527,0.8095238095238095,1,3.914407407407408,8.469106124845204,1,3,4,NA,NA,0.3867521367521369,0.8333333333333334,0.7812500000000004,0.6347305389221558,0.175267770204479,1,0.6590165022519067,0.5876338851022395,0.011725824387073898,0.5034490060490104,0.7311514200430534,0.41544208349304595,0.8876949009692371,1,0.9438474504846186,0.75,1,0.5,0.16278845484597415,0.4,0.5625576909691948,0.7184044472308624,0.7137144348340998,0,0.5,0.75,0.5364237764129924,0.5494907336910937,0.6399758813869696
B,8,B_8,40,12,20,31,0.9032258064516129,0.12916666666666668,0.9409737733241248,0.7104268226335143,6.751302083333334,41,41,827,7,0.975,0.95,0.675,Allotment,Familiengartenverein Wiedikon,47.3591153,8.50162658610434,0.9166666666666666,0.925,0.18181818181818182,0.125,3,2,2,3.5927184090909026,6,0.8,0.9,1,3.784407407407408,8.548707912437653,2,4,3,NA,NA,0.3653846153846155,0.75,0.8333333333333338,0.7844311377245511,0.22049816251531248,0.8914373088685015,0.6832872716106251,0.5559677356919069,0.07157131613252336,0.8205488178421032,0.4313713925928079,0.44116384218914484,0.6462389380530975,1,0.8231194690265488,0.25,1,0.5,0.39408103055674015,1,0.628816206111348,0.6855341362460613,0.7236887977125172,0.5,0.75,0.5,0.6318445867917157,0.6303303964515319,0.6371839921101387
C,50,C_50,52,8,18,27,0.7037037037037037,0.1875,0.8608762839013664,0.704381146766445,6.721915285451196,13,13,2552,7,0.9807692307692307,0.9444444444444444,0.8269230769230769,Ruderal,Glattparkstrasse,47.4172938734014,8.56340153047356,1,1,0,0,6,2,3,0.550273762838469,1,0.8333333333333334,0.9230769230769231,0.9565217391304348,4.4,9.331045831801092,1,3,5,NA,NA,0.4935897435897437,0.4166666666666667,0.7291666666666671,0.6646706586826349,0.6751054852320677,0.9164902375911549,0.5760234339014281,0.7957978614116112,0.21761627763976688,0.5770369084035764,0.41949962919126865,0.404717605078204,1,0.655913978494624,0.827956989247312,1,1,1,0.04108233400466913,0,0.6082164668009338,0.8411858282342035,0.8217182834475482,0,0.5,1,0.6325808223363504,0.620398644568642,0.636509999448585
B,21,B_21,45,12,27,34,0.8235294117647058,0.10493827160493827,0.9626212895389794,0.8213841188117471,3.237410071942446,23,27,12994,17,0.9555555555555556,0.9629629629629629,0.6666666666666666,Real estate,Waidspital,47.398,8.52109,0.9166666666666666,0.9555555555555556,0.09090909090909091,0.1111111111111111,5,2,2,3.118031593406583,2,0.6666666666666666,0.7111111111111111,0.875,4.124407407407408,8.800624667379244,3,6,5,NA,NA,0.4188034188034189,0.75,1,0.8742514970059883,0.4020848845867463,0.8069996602106696,0.7607637289523518,0.604542272398708,0.010912430003853382,0.8863614674778224,0.6492558437056413,0.5155099137291057,0.7903638151425764,0.010752688172043275,0.4005582516573098,0.75,1,0.5,0.3390056399778461,0.2,0.5578011279955692,0.7715026418986181,0.7552547864288198,1,1,1,0.9053514856654876,0.7315763068305284,0.6357818015516974
C,12,C_12,41,15,17,23,0.782608695652174,0.09019607843137255,0.838977182086655,0.7923526055956219,2.6279391424619636,38,39,1140,9,0.975609756097561,0.9411764705882353,0.975609756097561,Allotment,Familiengarten Wehrenbach,47.35557,8.57667,0.9333333333333333,0.975609756097561,0.2857142857142857,0.5609756097560976,4,2,2,0.789781593406593,2,0.8235294117647058,0.926829268292683,0.95,5.696,11.754821371813382,3,4,5,NA,NA,0.3760683760683762,1,0.6770833333333337,0.5449101796407186,0.49532195927352785,0.8940851793839039,0.6495154722606071,0.6947035693287158,0,0.510459389728267,0.592247286900962,0.367568892209743,0.8849557522123893,0.6043010752688169,0.7446284137406032,0.5,1,0.5,0.06887115576966082,0.2,0.4537742311539322,1,1,1,0.75,1,0.95,0.701887115576966,0.6357652102202346
B,17,B_17,43,13,16,24,0.75,0.11538461538461539,0.8910721859656359,0.8225934242839282,3.956228956228956,28,35,1964,19,0.9534883720930233,0.875,0.8372093023255814,Real estate,Bernstrasse,47.40279,8.44555,0.9230769230769231,0.9767441860465116,0.08333333333333333,0.06976744186046512,4,2,2,3.026051742424243,5,0.75,0.9069767441860465,0.9722222222222222,3.1044074074074075,7.411412525869084,2,4,4,NA,NA,0.3974358974358976,0.8333333333333334,0.6250000000000003,0.5748502994011977,0.5696202531645571,0.7980229002204681,0.6076548825426072,0.6838215766925126,0.03706618786432844,0.6688383096944358,0.6516305307979681,0.45251167611891074,0.8903066474583246,0.7801672640382318,0.8352369557482782,0.5,1,0.5,0.328333706292606,0.8,0.6256667412585212,0.5135971249409477,0.58118198688983,0.5,0.75,0.75,0.6189558223661555,0.6223112818123384,0.6352196913168576
A,45,A_45,49,10,16,24,0.6666666666666666,0.15,0.8989436480097148,0.7342116715514305,10.727272727272727,19,20,3857,13,0.9591836734693877,0.875,0.7551020408163265,Park,Kloptstockwiese,47.36235,8.52484,1,1,0.2,0.24489795918367346,4,2,2,3.1675517424242328,4,0.5625,0.7551020408163265,0.9736842105263158,2.12,5.21697123802468,2,2,4,NA,NA,0.4615384615384617,0.5833333333333334,0.6250000000000003,0.5748502994011977,0.7594936708860762,0.8227547899893901,0.5611805235682483,0.7911242304377332,0.12373023095653886,0.6927690816354841,0.47807718779312836,0.43152550012838375,1,0.7917374080362198,0.8958687040181099,0.5,1,0.5,0.3447511999103256,0.6,0.5889502399820651,0.2646911432699993,0.306211356426025,0.5,0.25,0.75,0.41418049993920486,0.5015653699606349,0.6319627231328836
B,32,B_32,37,13,12,20,0.7,0.1282051282051282,0.913759990330656,0.812094049877252,6.597222222222222,31,31,1024,14,1,1,0.8648648648648649,Garden,Kapfsteig,47.36071,8.56979,0.8461538461538461,0.9459459459459459,0.45454545454545453,0.2972972972972973,5,2,1,2.108957546953916,4,0.75,0.8918918918918919,1,3.784407407407408,8.297626343628624,2,3,3,NA,NA,0.33333333333333337,0.8333333333333334,0.4166666666666669,0.4550898203592815,0.6835443037974687,1,0.5096057884231537,0.8417721518987343,0.06916398160218412,0.7378136371573717,0.6310131355619477,0.4793302514405012,0.7450370724707007,1,0.8725185362353504,0.75,1,0,0.2219281366743526,0.6,0.5143856273348705,0.6855341362460613,0.6922274605349442,0.5,0.5,0.5,0.5755523193562011,0.5449689733455358,0.6294709612349396
C,55,C_55,35,13,16,27,0.8148148148148148,0.12980769230769232,0.9689893850618229,0.637920238080813,7.702020202020202,27,28,515,13,0.9428571428571428,0.875,0.4857142857142857,Ruderal,Hinterhagenweg,47.3454633307774,8.51989234039952,1,1,0,0,3,2,2,11.738031593406593,3,0.6875,0.6571428571428571,1,3.3100000000000005,7.38843136049389,1,2,4,NA,NA,0.311965811965812,0.8333333333333334,0.6250000000000003,0.6646706586826349,0.4219409282700424,0.7518567059851463,0.6087424509954451,0.5868988171275944,0.07317620581941614,0.9057217134909007,0.28899177519518443,0.42262989816850044,1,1,1,0.25,1,0.5,1,0.4,0.63,0.5655809130539481,0.5783023721254645,0,0.25,0.75,0.4287766570358825,0.5293883285179413,0.6272100614007662
A,10,A_10,41,12,17,24,0.7916666666666666,0.11764705882352941,0.8911457659504219,0.7361771878342688,8.704620462046204,32,32,2070,17,0.975609756097561,0.9411764705882353,0.7560975609756098,Allotment,GZ Bachwiesen - Zürcher Gemeinschaftszentren,47.37907,8.48641,0.9166666666666666,0.975609756097561,0.2727272727272727,0.36585365853658536,4,2,2,2.431862745098036,4,0.7058823529411765,0.8780487804878049,1,3.784407407407408,8.297626343628624,1,2,3,NA,NA,0.3760683760683762,0.75,0.6770833333333337,0.5748502994011977,0.47468354430379767,0.8940851793839039,0.5945005022007269,0.6843843618438508,0.042730504406302966,0.6690620071251648,0.48193682975620966,0.3979097804292258,0.8849557522123893,1,0.9424778761061947,0.5,1,0.5,0.2593931121489812,0.6,0.5718786224297963,0.6855341362460613,0.6922274605349442,0,0.25,0.5,0.4255523193562011,0.49871547089299867,0.6256067688186739
C,17,C_17,46,11,15,22,0.7727272727272727,0.13333333333333333,0.8334001429769246,0.7846630861318563,8.125,25,27,5797,12,1,1,0.8043478260869565,Real estate,Bernstrasse,47.40279,8.44555,0.9090909090909091,0.9782608695652174,0,0,5,2,3,0.555334768009768,2,0.8,0.9347826086956522,1,3.0700000000000003,7.05521209869341,1,4,4,NA,NA,0.4294871794871796,0.6666666666666666,0.572916666666667,0.5149700598802396,0.517836593785961,1,0.5460101431751883,0.7589182968929805,0.08200309909732643,0.4935041087024685,0.5771475432573105,0.3842182503523685,0.897460561754521,1,0.9487302808772605,0.75,1,1,0.04166953556013948,0.2,0.5983339071120279,0.5048972620050844,0.5365489148753207,0,0.75,0.75,0.5082892353760811,0.5533115712440545,0.6254611534575212
A,57,A_57,47,7,19,26,0.6923076923076923,0.19548872180451127,0.9179811762447663,0.7000660741845306,8.697916666666666,9,9,2306,9,0.9361702127659575,0.8947368421052632,0.8085106382978723,Ruderal,Oberer Letten,47.3844714,8.53759346,1,1,0,0,4,2,3,5.636399696969684,1,0.7894736842105263,0.8936170212765957,0.9473684210526315,4.8100000000000005,10.114473756932592,3,4,4,NA,NA,0.4401709401709403,0.3333333333333333,0.7812500000000004,0.6347305389221558,0.7010710808179165,0.7228186609408551,0.5473712031066075,0.7119448708793858,0.2376170645271713,0.7506468613875925,0.41102621416219093,0.46643004669231825,1,0.5834748160724389,0.7917374080362194,0.5,1,1,0.631198518192113,0,0.6262397036384226,0.9448537321093455,0.9198843504504005,1,0.75,0.75,0.8729476165119492,0.7495936600751859,0.6250219396353194
B,20,B_20,42,12,9,18,0.6666666666666666,0.16666666666666666,0.837984552626556,0.669211466932991,NA,23,24,700,13,1,1,0.9523809523809523,Real estate,Genosseschaft in der Ey,47.37421,8.49236,1,1,0,0,5,2,2,2.999552067675896,3,0.8888888888888888,0.9761904761904762,1,4.470000000000001,9.61147543318197,2,4,4,NA,NA,0.3867521367521369,0.75,0.2604166666666668,0.3952095808383234,0.7594936708860762,1,0.44809459606428176,0.8797468354430381,0.1654573628157513,0.5074416035662336,0.35043768689216015,0.34111221775804834,1,1,1,0.75,1,0.5,0.3252590897480642,0.4,0.5950518179496128,0.8588852264567888,0.8568570245565249,0.5,0.75,0.75,0.7431484502026627,0.6691001340761378,0.6232640515856415
B,12,B_12,26,13,10,17,0.7058823529411765,0.13076923076923078,0.9395230524028948,0.7881940348934511,NA,33,33,1968,12,1,1,0.8461538461538461,Allotment,Familiengarten Wehrenbach,47.35557,8.57667,1,1,0.07692307692307693,0.038461538461538464,4,2,2,11.926051742424242,5,0.8,0.9230769230769231,1,2.68,5.96221173708098,2,2,3,NA,NA,0.21581196581196585,0.8333333333333334,0.31250000000000017,0.36526946107784436,0.6701414743112436,1,0.43172869005578596,0.8350707371556219,0.07558354034975531,0.8161383447531582,0.5840811912401508,0.49193435878102143,1,1,1,0.5,1,0.5,1,0.8,0.76,0.40628632905068107,0.399592414742679,0.5,0.25,0.5,0.411175748758672,0.585587874379336,0.6220545647085256
A,20,A_20,39,12,12,22,0.7272727272727273,0.1527777777777778,0.9056086614053912,0.7814922780720226,3.409090909090909,22,26,2851,19,0.9743589743589743,0.9166666666666666,0.8205128205128205,Real estate,Genosseschaft in der Ey,47.37421,8.49236,1,1,0.08333333333333333,0.07692307692307693,5,2,3,3.026051742424243,5,0.5833333333333334,0.8461538461538461,0.96875,2.68,6.01486807428999,2,3,4,NA,NA,0.35470085470085483,0.75,0.4166666666666669,0.5149700598802396,0.6214039125431532,0.88865365012154,0.5090843953119404,0.7550287813323466,0.13068475293307433,0.713032015593978,0.5709210958086339,0.4715459547785621,1,0.7526881720430109,0.8763440860215055,0.75,1,1,0.328333706292606,0.8,0.7756667412585212,0.40628632905068107,0.4061904250519449,0.5,0.5,0.75,0.5124953508205252,0.6440810460395232,0.621231125115208
C,22,C_22,177,6,18,20,0.7,0.18518518518518517,0.3857171248205131,0.4788873863882412,7.440476190476191,18,19,1504,9,0.9887005649717514,0.8888888888888888,0.943502824858757,Real estate,Hägelerweg,47.36794,8.50046,1,1,0,0,3,2,2,0.399302780775642,2,0.7222222222222222,0.9661016949152542,0.9940119760479041,4.92,10.39282350541945,1,2,3,NA,NA,1,0.25,0.7291666666666671,0.4550898203592815,0.6835443037974687,0.9509321170027125,0.6085641217564871,0.8172382104000906,0.21182084265932066,0,0,0.07060694755310688,1,0.952610907217822,0.9763054536089111,0.25,1,0.5,0.02356597263026985,0.2,0.39471319452605397,0.9726670721734079,0.9547624792273414,0,0.25,0.5,0.5354859102801498,0.46509955240310186,0.610420106197226
C,18,C_18,43,8,15,20,0.7,0.16666666666666666,0.8601105237111479,0.7725853154352021,6.7669172932330826,16,17,7492,14,1,1,0.5581395348837209,Real estate,Färberstrasse,47.36174,8.54998,1,1,0,0,4,2,2,2.067454941286726,2,0.8,0.8837209302325582,1,3.2,7.176513168640289,1,3,2,NA,NA,0.3974358974358976,0.4166666666666667,0.572916666666667,0.4550898203592815,0.6835443037974687,1,0.4605272627821282,0.8417721518987343,0.1654573628157513,0.5747088488422099,0.5534306852448367,0.43119896563426596,1,1,1,0.5,1,0.5,0.2171128097226927,0.2,0.48342256194453853,0.5377675729898855,0.551748333453519,0,0.5,0.25,0.36790318128868094,0.42566287161660976,0.6098114674993991
A,35,A_35,25,11,13,17,0.7647058823529411,0.11888111888111888,0.9368342219691843,0.838889655807109,NA,25,25,1339,13,1,1,0.8,Garden,Hubenstrasse,47.4016,8.5695,1,1,0.18181818181818182,0.12,6,2,2,0.37534088888888806,2,0.6923076923076923,0.84,1,3.2800000000000002,7.33065630072365,2,3,3,NA,NA,0.20512820512820518,0.6666666666666666,0.4687500000000003,0.36526946107784436,0.5361131794489951,1,0.4264535832181791,0.7680565897244975,0.04582013161101635,0.8079637785115948,0.6836310894176764,0.5124716665134292,1,1,1,1,1,0.5,0.020785801555221806,0.2,0.5441571603110443,0.55799545667284,0.5710629692313857,0.5,0.5,0.5,0.5258116851808451,0.5349844227459447,0.60456194348378
C,38,C_38,72,9,17,25,0.76,0.16339869281045752,0.6967689503917865,0.6143535709413638,17.4031007751938,21,21,1432,13,0.9722222222222222,0.8823529411764706,0.8194444444444444,Park,Park Pfingstweid,47.3879955,8.51274138,1,1,0,0,4,2,2,0.5772716079057689,4,0.6470588235294118,0.8888888888888888,0.9666666666666667,3.7800000000000002,8.461171440338472,2,3,4,NA,NA,0.7072649572649574,0.5,0.6770833333333337,0.6047904191616768,0.5468354430379748,0.8793747876316683,0.6222846774399919,0.7131051153348216,0.15727557225512143,0.07811877222004263,0.24271441885090586,0.15936958777535665,1,0.7362007168458783,0.8681003584229392,0.5,1,0.5,0.0442147506059738,0.6,0.5288429501211948,0.6844197296913058,0.7127201930590142,0.5,0.5,0.75,0.629427984550064,0.5791354673356294,0.6035689327062684
C,16,C_16,50,7,13,18,0.6111111111111112,0.1978021978021978,0.7798933285061546,0.6798272939179655,NA,16,23,3846,14,0.98,0.9230769230769231,0.94,Real estate,Grünau,47.39639,8.49091,1,1,0,0,6,2,3,0.397679451043024,3,0.8461538461538461,0.96,1,4.0600000000000005,8.82804750805047,1,3,3,NA,NA,0.4722222222222224,0.3333333333333333,0.4687500000000003,0.3952095808383234,0.8860759493670888,0.9131498470948012,0.41737878409846985,0.899612898230945,0.24340914760768662,0.3308330105987611,0.37128375754635584,0.3151753052509345,1,1,1,1,1,1,0.023377626301473293,0.4,0.6846755252602946,0.7552173225816468,0.7586909575536726,0,0.5,0.5,0.5027816560270638,0.5937285906436792,0.6035232481375851
A,53,A_53,31,9,16,22,0.8181818181818182,0.1527777777777778,0.9401635372628596,0.7634879168873341,8.226495726495727,16,16,2551,11,1,1,0.8064516129032258,Ruderal,Messe Hallenstadion /Cor: Offene Rennbahn,47.4104,8.55117,0.8888888888888888,0.967741935483871,0.125,0.0967741935483871,4,2,2,0.643884499418943,2,0.9375,0.967741935483871,1,3.914407407407408,8.469106124845204,2,3,4,NA,NA,0.2692307692307693,0.5,0.6250000000000003,0.5149700598802396,0.4142692750287687,1,0.4773002072777523,0.7071346375143843,0.13068475293307433,0.8180855430029473,0.53556631978686,0.4947788719076272,0.8478447045389668,1,0.9239223522694834,0.5,1,0.5,0.051943490685659045,0.2,0.45038869813713184,0.7184044472308624,0.7137144348340998,0.5,0.5,0.75,0.6364237764129924,0.5434062372750621,0.5994928177680506
B,49,B_49,34,9,14,19,0.7368421052631579,0.15079365079365079,0.8904633544579132,0.8465683551830919,NA,19,19,4385,15,0.9705882352941176,0.9285714285714286,0.6764705882352942,Ruderal,Nähe Europabrücke,47.3935133,8.49692767,1,1,0.1111111111111111,0.029411764705882353,4,2,2,0.577484992784993,2,0.7142857142857143,0.8823529411764706,1,4.470000000000001,9.61147543318197,2,2,3,NA,NA,0.3012820512820513,0.5,0.5208333333333336,0.42514970059880247,0.5996002664890075,0.8722791869041194,0.43681627130354683,0.7359397266965635,0.12571723723554898,0.6669873437772725,0.6987095858881476,0.4971380556336564,1,1,1,0.5,1,0.5,0.044239508520410406,0.2,0.44884790170408206,0.8588852264567888,0.8568570245565249,0.5,0.25,0.5,0.5931484502026627,0.5209981759533724,0.5985849798011171
