period,ugs_id,network_id,N_interactions,P_plants,A_pollinators,L_links,singleton_rate,connectance,link_evenness,H2_specialization,WNODF_nestedness,plants_recorded,plant_records_rows,availability_sum,availability_n_nonmissing,share_interactions_species_id,share_taxa_species_id,share_bee_interactions,ugs_type,site_name,lat,lon,plant_trait_node_cov,plant_trait_weighted_cov,alien_share_unweighted,alien_share_weighted,flower_color_richness,symmetry_richness,pollination_syndrome_richness,plant_height_range,flowering_start_range,poll_trait_node_cov,poll_trait_weighted_cov,bee_trait_weighted_cov,bee_itd_range,bee_tongue_range,lecty_richness,nesting_richness,sociality_richness,botgarden_overlap_node,botgarden_overlap_weighted
B,12,B_12,26,13,10,17,0.7058823529411765,0.13076923076923078,0.9395230524028948,0.7881940348934511,NA,33,33,1968,12,1,1,0.8461538461538461,Allotment,Familiengarten Wehrenbach,47.35557,8.57667,1,1,0.07692307692307693,0.038461538461538464,4,2,2,11.926051742424242,5,0.8,0.9230769230769231,1,2.68,5.96221173708098,2,2,3,NA,NA
B,13,B_13,34,9,12,17,0.8823529411764706,0.1574074074074074,0.8003320149531551,0.8397431219648007,NA,21,21,2730,14,0.9705882352941176,0.9166666666666666,0.7058823529411765,Real estate,Eisenbahnerstrasse,47.38901,8.49055,0.8888888888888888,0.9411764705882353,0.125,0.029411764705882353,3,2,3,0.3811632962091035,5,0.8333333333333334,0.9411764705882353,1,3.2794999999999996,5.08976399439551,1,2,3,NA,NA
B,14,B_14,54,12,23,32,0.8125,0.11594202898550725,0.887218214270692,0.7456300609573502,4.1200179131213615,20,32,2717,20,0.9259259259259259,0.8695652173913043,0.7777777777777778,Real estate,Regina Pärkli,47.41207,8.53283,0.9166666666666666,0.9814814814814815,0.09090909090909091,0.037037037037037035,5,2,2,3.1675517424242328,5,0.5652173913043478,0.7962962962962963,0.9523809523809523,4.6000000000000005,9.782955214398552,2,4,3,NA,NA
B,15,B_15,34,7,7,12,0.5833333333333334,0.24489795918367346,0.8485186924391224,0.596241369442253,NA,25,25,1574,15,1,1,0.9705882352941176,Real estate,Stüssistrasse,47.3933,8.54002,1,1,0.14285714285714285,0.2647058823529412,3,2,1,0.179522686310707,1,1,1,1,2.137210924369748,6.495484107465003,2,3,3,NA,NA
B,16,B_16,53,8,9,15,0.6666666666666666,0.20833333333333334,0.7124542880392755,0.5265619015731842,NA,16,18,452,10,1,1,1,Real estate,Grünau,47.39639,8.49091,1,1,0.125,0.41509433962264153,4,2,2,3.244407297979783,5,1,1,1,3.476075,8.04581096168328,2,3,4,NA,NA
B,17,B_17,43,13,16,24,0.75,0.11538461538461539,0.8910721859656359,0.8225934242839282,3.956228956228956,28,35,1964,19,0.9534883720930233,0.875,0.8372093023255814,Real estate,Bernstrasse,47.40279,8.44555,0.9230769230769231,0.9767441860465116,0.08333333333333333,0.06976744186046512,4,2,2,3.026051742424243,5,0.75,0.9069767441860465,0.9722222222222222,3.1044074074074075,7.411412525869084,2,4,4,NA,NA
B,18,B_18,32,9,12,20,0.85,0.18518518518518517,0.8528185338052203,0.7537644023701076,3.4313725490196076,17,17,23212,12,0.96875,0.9166666666666666,0.75,Real estate,Färberstrasse,47.36174,8.54998,1,1,0.2222222222222222,0.09375,3,2,3,0.2443364215132685,5,0.8333333333333334,0.9375,0.9583333333333334,3.2,7.679670851956919,2,4,3,NA,NA
B,19,B_19,69,10,22,33,0.7878787878787878,0.15,0.8214893584741693,0.6237184385956565,4.097653554175293,22,30,4841,16,0.9710144927536232,0.9545454545454546,0.7536231884057971,Real estate,Sägestrasse,47.39319,8.44674,1,1,0.1,0.08695652173913043,4,2,2,3.1675517424242328,4,0.7272727272727273,0.8985507246376812,1,4.1615,8.725261615422431,3,5,4,NA,NA
B,20,B_20,42,12,9,18,0.6666666666666666,0.16666666666666666,0.837984552626556,0.669211466932991,NA,23,24,700,13,1,1,0.9523809523809523,Real estate,Genosseschaft in der Ey,47.37421,8.49236,1,1,0,0,5,2,2,2.999552067675896,3,0.8888888888888888,0.9761904761904762,1,4.470000000000001,9.61147543318197,2,4,4,NA,NA
B,21,B_21,45,12,27,34,0.8235294117647058,0.10493827160493827,0.9626212895389794,0.8213841188117471,3.237410071942446,23,27,12994,17,0.9555555555555556,0.9629629629629629,0.6666666666666666,Real estate,Waidspital,47.398,8.52109,0.9166666666666666,0.9555555555555556,0.09090909090909091,0.1111111111111111,5,2,2,3.118031593406583,2,0.6666666666666666,0.7111111111111111,0.875,4.124407407407408,8.800624667379244,3,6,5,NA,NA
B,22,B_22,39,9,7,12,0.6666666666666666,0.19047619047619047,0.720402352102175,0.6966029650127581,NA,23,23,2921,15,1,1,1,Real estate,Hägelerweg,47.36794,8.50046,1,1,0.2222222222222222,0.4358974358974359,4,2,2,2.3218850757575726,6,1,1,1,3.914407407407408,8.469106124845204,1,4,3,NA,NA
B,23,B_23,46,7,10,14,0.5714285714285714,0.2,0.8003256961921292,0.7814758224713413,NA,18,18,1259,8,0.6521739130434783,0.9,0.5217391304347826,Real estate,Leimbachstrasse,47.33505,8.52019,1,1,0.14285714285714285,0.021739130434782608,4,2,2,3.8180922284718526,6,0.9,0.6521739130434783,1,2.3500000000000005,4.52792383107901,1,3,2,NA,NA
B,24,B_24,37,8,14,16,0.8125,0.14285714285714285,0.6912919772332695,0.6871087432340877,NA,18,18,354,6,1,1,0.8108108108108109,Real estate,Altwiesenstrasse,47.40297,8.57899,1,1,0.125,0.02702702702702703,3,2,2,3.1435438301279763,3,0.6428571428571429,0.8378378378378378,1,2.25,5.684902498739031,1,2,3,NA,NA
B,26,B_26,61,8,23,33,0.7575757575757576,0.1793478260869565,0.8778044264998073,0.5214404753235775,10.92526690391459,18,24,351,14,1,1,0.6721311475409836,Garden,Gladiolenweg,47.38128,8.49833,1,1,0.25,0.14754098360655737,4,2,2,2.290929040650093,2,0.7391304347826086,0.7868852459016393,1,2.7600000000000002,5.7987062630625905,1,4,4,NA,NA
B,27,B_27,44,9,16,23,0.6956521739130435,0.1597222222222222,0.8633814260002158,0.47260370538793334,10.576923076923077,28,29,20995,9,0.9545454545454546,0.9375,0.8409090909090909,Garden,Breitensteinstrasse,47.39275,8.52191,1,1,0.2222222222222222,0.045454545454545456,4,2,1,1.545235758210763,2,0.75,0.8409090909090909,1,3.62,8.071848810288857,1,4,4,NA,NA
B,28,B_28,9,3,8,8,0.875,0.3333333333333333,0.9825675930733636,1,NA,16,16,1766,11,0.7777777777777778,0.875,0.7777777777777778,Garden,Kasinostrasse,47.3681,8.55506,1,1,0,0,3,1,2,6.0220517424242725,4,0.75,0.6666666666666666,0.7142857142857143,3,6.96378023301165,1,3,4,NA,NA
B,29,B_29,7,3,5,6,0.8333333333333334,0.4,0.9755037590061084,0.714563338398517,NA,25,25,290,6,1,1,0.2857142857142857,Garden,Bühlwiesenstrasse,47.41697,8.5472,1,1,0.3333333333333333,0.5714285714285714,2,2,1,0.18301343352965804,1,1,1,1,0.5844074074074079,1.1211131749883343,1,1,1,NA,NA
B,30,B_30,37,9,10,17,0.7058823529411765,0.18888888888888888,0.8547285310635068,0.6792890654628444,NA,28,28,3090,7,1,1,0.918918918918919,Garden,Eleonorenstrasse,47.3731,8.55761,1,1,0.3333333333333333,0.43243243243243246,4,2,1,2.211596718152829,3,1,1,1,3.914407407407408,8.469106124845204,2,3,3,NA,NA
B,31,B_31,33,9,11,16,0.875,0.16161616161616163,0.7195313457391909,0.759962336932794,NA,21,32,861,14,0.9696969696969697,0.9090909090909091,0.8181818181818182,Garden,Schützenmatt,47.40882,8.52423,1,1,0.1111111111111111,0.12121212121212122,3,2,2,1.436204164804171,3,0.5454545454545454,0.8181818181818182,1,3.726407407407408,8.410983075335913,1,3,4,NA,NA
B,32,B_32,37,13,12,20,0.7,0.1282051282051282,0.913759990330656,0.812094049877252,6.597222222222222,31,31,1024,14,1,1,0.8648648648648649,Garden,Kapfsteig,47.36071,8.56979,0.8461538461538461,0.9459459459459459,0.45454545454545453,0.2972972972972973,5,2,1,2.108957546953916,4,0.75,0.8918918918918919,1,3.784407407407408,8.297626343628624,2,3,3,NA,NA
B,33,B_33,28,10,8,17,0.6470588235294118,0.2125,0.946633990665932,0.6879472289246198,NA,25,29,1252,10,1,1,0.8214285714285714,Garden,Hardlaubstrasse 48,47.3840958192914,8.55396999567992,1,1,0.3,0.4642857142857143,3,2,2,0.7260517424242425,5,0.875,0.9642857142857143,1,4.470000000000001,9.61147543318197,1,3,3,NA,NA
B,34,B_34,13,9,10,13,1,0.14444444444444443,1.0000000000000002,0.8475254479299283,NA,22,22,364,8,1,1,0.8461538461538461,Garden,NA,47.33657,8.51649,0.8888888888888888,0.9230769230769231,0.125,0.15384615384615385,5,2,3,1.590701865953595,3,0.9,0.9230769230769231,1,3,6.96378023301165,2,4,4,NA,NA
B,35,B_35,43,15,21,28,0.75,0.08888888888888889,0.9099918023053244,0.789653965298258,3.0952380952380953,30,34,4504,17,1,1,0.7209302325581395,Garden,Hubenstrasse,47.4016,8.5695,1,1,0.06666666666666667,0.023255813953488372,6,2,2,0.7898992260398301,2,0.8095238095238095,0.9069767441860465,0.96875,3.5664000000000007,8.983424934111198,3,5,4,NA,NA
B,36,B_36,6,3,4,4,0.5,0.3333333333333333,0.9591479170272448,1,NA,16,16,67,5,1,1,0.8333333333333334,Garden,Blüemlisalpstrasse,47.39129,8.54827,1,1,0,0,2,2,1,0.515241750615576,2,0.75,0.8333333333333334,1,1.65,3.8900855541997696,1,2,3,NA,NA
B,37,B_37,22,11,10,19,0.8421052631578947,0.17272727272727273,0.9855875206580609,0.672390954026257,NA,25,25,4186,11,0.8636363636363636,0.8,0.8181818181818182,Park,Alter Botantischer Garten,47.3712063,8.53370916,0.9090909090909091,0.9090909090909091,0.2,0.13636363636363635,6,2,1,3.112718409090913,5,0.8,0.8636363636363636,0.9444444444444444,3.4072109243697484,8.930446372006685,1,2,3,NA,NA
B,38,B_38,20,4,3,6,0.3333333333333333,0.5,0.797289727363051,0.308155842433065,NA,22,22,1813,11,1,1,1,Park,Park Pfingstweid,47.3879955,8.51274138,1,1,0.25,0.55,3,2,2,0.273154941239103,1,1,1,1,2.3500000000000005,4.52792383107901,1,1,2,NA,NA
B,39,B_39,31,9,9,13,0.6153846153846154,0.16049382716049382,0.8508659005633871,0.84122877079086,NA,27,27,1439,9,1,1,0.9032258064516129,Park,Zeughaushof,47.3771755,8.53009344,1,1,0.1111111111111111,0.03225806451612903,5,2,2,0.9260517424242425,5,0.8888888888888888,0.967741935483871,1,4.037407407407407,8.297626343628624,2,2,3,NA,NA
B,40,B_40,12,3,6,9,0.6666666666666666,0.5,0.973197315178593,0.38625344285713,NA,10,11,420,3,1,1,0.4166666666666667,Park,Josefwiese,47.3857731,8.52359424,1,1,0,0,1,2,2,0.15834171495593152,4,0.6666666666666666,0.75,1,2.12,5.08355160210296,1,2,2,NA,NA
B,41,B_41,5,2,1,2,0,1,0.9709505944546688,NA,NA,3,3,59,1,1,1,1,Park,Pestalozianlage,47.375636,8.53877523,1,1,0,0,1,1,1,1.1125,0,1,1,1,0,0,1,1,1,NA,NA
B,42,B_42,6,2,4,4,0.75,0.5,0.8962406251802889,1,NA,7,7,263,2,0.8333333333333334,0.75,0,Park,Bäckeralage,47.3778306,8.52357823,1,1,0,0,1,1,1,0.5857739646464645,4,0,0,0,NA,NA,0,0,0,NA,NA
B,43,B_43,28,8,13,18,0.7222222222222222,0.17307692307692307,0.9160361168384821,0.7832926473349536,NA,17,18,477,11,0.9642857142857143,0.9230769230769231,0.6428571428571429,Park,Villa Hohenbühl,47.3667038,8.55088549,0.875,0.9642857142857143,0.14285714285714285,0.03571428571428571,4,2,2,0.38962461251459546,5,0.8461538461538461,0.8571428571428571,1,3.8000000000000007,8.45689916327193,3,5,4,NA,NA
B,44,B_44,50,12,20,26,0.7692307692307693,0.10833333333333334,0.8605342679158738,0.8681859610496685,2.5390625,17,20,4554,14,0.96,0.9,0.78,Park,Sonnenberg,47.3677599,8.56729097,0.9166666666666666,0.96,0.18181818181818182,0.14,4,2,2,2.91038774047188,2,0.7,0.84,1,4.73,10.1146331164986,2,4,3,NA,NA
B,45,B_45,56,9,13,17,0.8235294117647058,0.1452991452991453,0.6791561033498386,0.8147739013962084,NA,17,18,737,11,1,1,0.875,Park,Kloptstockwiese,47.36235,8.52484,0.7777777777777778,0.44642857142857145,0.14285714285714285,0.017857142857142856,3,2,2,0.716499535603716,2,0.8461538461538461,0.9642857142857143,1,4.486,10.472425293011899,2,3,4,NA,NA
B,46,B_46,80,13,20,29,0.7586206896551724,0.11153846153846154,0.7672543613851636,0.605612839914756,8.146766169154228,23,40,5239,21,1,1,0.8125,Park,Muraltengut,47.3527107,8.53272972,0.9230769230769231,0.8875,0,0,5,2,3,3.0963614942528848,2,0.75,0.9375,0.9848484848484849,3.928,8.43009235993223,1,5,3,NA,NA
B,47,B_47,36,11,15,24,0.75,0.14545454545454545,0.9366823551705925,0.7003575633034343,8.75,20,26,3873,20,1,1,0.8055555555555556,Park,Schärrerwiese,47.4027993,8.4975626,1,1,0,0,6,2,3,7.101051742424212,4,0.8,0.9166666666666666,1,3.928,8.377276663157211,4,4,4,NA,NA
B,48,B_48,44,11,18,26,0.7692307692307693,0.13131313131313133,0.876104887263251,0.7720875509108975,4.967948717948719,18,19,8212,13,0.9318181818181818,0.8333333333333334,0.7727272727272727,Park,Bachwiesenpark,47.3813472,8.4865946,0.8181818181818182,0.9090909090909091,0,0,3,2,3,1.9723629561028224,5,0.7222222222222222,0.8863636363636364,0.9428571428571428,4.8100000000000005,10.061817419723582,1,3,4,NA,NA
B,49,B_49,34,9,14,19,0.7368421052631579,0.15079365079365079,0.8904633544579132,0.8465683551830919,NA,19,19,4385,15,0.9705882352941176,0.9285714285714286,0.6764705882352942,Ruderal,Nähe Europabrücke,47.3935133,8.49692767,1,1,0.1111111111111111,0.029411764705882353,4,2,2,0.577484992784993,2,0.7142857142857143,0.8823529411764706,1,4.470000000000001,9.61147543318197,2,2,3,NA,NA
B,50,B_50,17,7,11,12,0.75,0.15584415584415584,0.9432680223653439,0.9526824187213212,NA,22,22,16933,15,0.9411764705882353,0.9090909090909091,0.35294117647058826,Ruderal,Glattparkstrasse,47.4172938734014,8.56340153047356,1,1,0,0,4,2,2,0.21214177884615398,2,0.7272727272727273,0.7058823529411765,1,3.7560000000000002,8.43508061838926,1,2,2,NA,NA
B,51,B_51,32,10,13,17,0.8235294117647058,0.13076923076923078,0.8216487155433099,0.8665594641604504,NA,19,19,2640,12,0.96875,0.9230769230769231,0.875,Ruderal,Stelzenstrasse,47.4254028,8.5568885,1,1,0.1,0.15625,4,2,3,0.665267944677388,2,0.7692307692307693,0.90625,0.9642857142857143,3.74,8.34200546723093,2,2,3,NA,NA
B,52,B_52,78,14,19,34,0.6470588235294118,0.12781954887218044,0.8541080670718304,0.6543790118062254,10.846055979643767,26,26,15283,19,1,1,0.9487179487179487,Ruderal,Güterstrasse,47.3822448636764,8.51737256111909,0.9285714285714286,0.9615384615384616,0.15384615384615385,0.14102564102564102,4,2,2,0.580179107905769,2,0.9473684210526315,0.9871794871794872,1,4.7802500000000006,10.327890676330716,3,4,3,NA,NA
B,53,B_53,56,9,11,19,0.631578947368421,0.1919191919191919,0.7733995226233459,0.5590996352877757,NA,19,20,2313,17,0.9821428571428571,0.9090909090909091,0.9821428571428571,Ruderal,Messe Hallenstadion /Cor: Offene Rennbahn,47.4104,8.55117,1,1,0.2222222222222222,0.625,5,2,3,0.36950882517184297,1,0.8181818181818182,0.9642857142857143,0.9818181818181818,3.504407407407408,7.9307502759166235,1,2,4,NA,NA
B,54,B_54,25,5,11,14,0.7857142857142857,0.2545454545454545,0.8490113885736779,0.5554754291845526,NA,12,12,1485,6,0.96,0.9090909090909091,0.88,Ruderal,Herdernstrasse,47.3852502,8.50731145,0.8,0.72,0,0,2,2,2,0.38562007601162696,1,0.9090909090909091,0.96,0.9565217391304348,4.1615,8.911729960598803,2,4,3,NA,NA
B,55,B_55,72,14,12,25,0.64,0.1488095238095238,0.7293689116727258,0.5013753462214657,20.169851380042466,28,28,576,13,1,1,0.8611111111111112,Ruderal,Hinterhagenweg,47.3454633307774,8.51989234039952,0.9285714285714286,0.9722222222222222,0,0,5,2,2,0.613456563351315,3,0.75,0.9166666666666666,1,3.3444074074074077,7.722407903230314,2,2,3,NA,NA
B,56,B_56,52,14,21,27,0.6666666666666666,0.09183673469387756,0.916088641098169,0.8569314994448773,1.6611295681063123,33,33,761,22,1,1,0.9423076923076923,Ruderal,ETH / UZH,47.3751209,8.54730172,1,1,0.07142857142857142,0.057692307692307696,5,2,2,0.665267944677388,2,0.9047619047619048,0.9615384615384616,1,4.986075,10.9364983851625,3,5,5,NA,NA
B,57,B_57,63,11,14,24,0.625,0.15584415584415584,0.8324403004917279,0.643702203030336,12.785388127853881,21,24,2571,17,0.9682539682539683,0.8571428571428571,0.9365079365079365,Ruderal,Oberer Letten,47.3844714,8.53759346,1,1,0.18181818181818182,0.12698412698412698,6,2,3,0.582746097159455,3,0.7857142857142857,0.9523809523809523,0.9830508474576272,4.470000000000001,9.61147543318197,3,3,3,NA,NA
B,58,B_58,102,12,29,40,0.725,0.11494252873563218,0.7761335412162602,0.5371452218555239,7.051553672316383,27,27,6408,12,0.9019607843137255,0.896551724137931,0.7352941176470589,Ruderal,Allmannstrasse,47.4168364542774,8.55126416858936,1,1,0.3333333333333333,0.11764705882352941,5,2,2,0.6139246258432309,2,0.7241379310344828,0.8137254901960784,0.9746835443037974,5.696,12.045671894836978,2,4,3,NA,NA
B,59,B_59,53,11,19,30,0.6333333333333333,0.14354066985645933,0.9184263280871257,0.5548649416468079,8.591445427728614,17,17,4835,10,1,1,0.8867924528301887,Ruderal,Hofwiesenstrasse,47.4045952,8.53645843,0.9090909090909091,0.9811320754716981,0.1,0.41509433962264153,4,2,2,1.751047619047621,2,0.7368421052631579,0.8867924528301887,0.9791666666666666,4.19,8.99952728926705,2,2,3,NA,NA
B,60,B_60,21,8,9,13,0.8461538461538461,0.18055555555555555,0.8523911818425834,0.8025450028946841,NA,14,15,1346,4,1,1,0.6190476190476191,Ruderal,Am Giessen,47.3996768,8.49474495,0.75,0.8571428571428571,0,0,3,2,2,2.895288035527703,2,0.8888888888888888,0.9523809523809523,1,3.33,7.687839408282219,1,4,3,NA,NA
C,1,C_1,16,7,7,10,0.8,0.20408163265306123,0.8962316210409821,0.8243492704304525,NA,25,25,280,13,1,1,0.8125,Allotment,Gartenareal Breitenstein,47.39364,8.51663,1,1,0.2857142857142857,0.375,4,1,3,1.3588097458886599,2,1,1,1,3.574407407407408,8.022182141598384,1,2,3,NA,NA
C,2,C_2,36,11,21,27,0.8518518518518519,0.11688311688311688,0.9543537656746176,0.7490000763126156,4.415094339622642,42,43,1591,17,1,1,0.5833333333333334,Allotment,Grubenacker,47.4177,8.55346,1,1,0.2727272727272727,0.4722222222222222,4,2,2,1.220924242424243,3,0.7619047619047619,0.7777777777777778,1,5.13,10.72434204795349,1,3,3,NA,NA
C,3,C_3,79,15,18,31,0.7096774193548387,0.11481481481481481,0.8146710417233707,0.6118536711442857,7.493540051679586,48,48,3094,14,1,1,0.9746835443037974,Allotment,Gartenareal Breitenstein,47.39403,8.51594,1,1,0.3333333333333333,0.6962025316455697,5,1,2,0.7616193099918105,5,1,1,1,5.023,10.521432271364434,2,4,4,NA,NA
C,4,C_4,8,2,6,6,0.8333333333333334,0.5,0.9306282244165778,1,NA,28,28,59,6,1,1,0.625,Allotment,Juchhof,47.39934,8.4781,1,1,1,1,2,2,1,0.178782608695652,1,0.8333333333333334,0.875,1,2.46,5.58654992585358,1,2,2,NA,NA
C,5,C_5,28,7,10,14,0.6428571428571429,0.2,0.8683084610040522,0.69879569595466,NA,26,26,739,8,1,1,0.9285714285714286,Allotment,Gartenareal Breitenstein,47.3938,8.51659,1,1,0.5714285714285714,0.35714285714285715,4,2,1,0.15285231079623396,1,0.8,0.9285714285714286,1,2.4419999999999997,5.957130832318731,1,3,4,NA,NA
C,6,C_6,7,3,4,5,0.8,0.4166666666666667,0.9165164431996023,1,NA,10,10,32,3,1,1,1,Allotment,Juchhof,47.4014442872832,8.47412973187809,0.6666666666666666,0.7142857142857143,1,0.7142857142857143,1,1,1,1.2137699960921,1,1,1,1,3.1044074074074075,7.411412525869084,1,2,3,NA,NA
C,7,C_7,97,18,24,44,0.8181818181818182,0.10185185185185185,0.7899175439719629,0.7373593248527176,3.1857031857031854,47,47,1181,14,1,1,0.8969072164948454,Allotment,Gemeinschaftsgarten Grünhölzli,47.38736,8.46865,0.9444444444444444,0.9896907216494846,0.29411764705882354,0.38144329896907214,5,2,2,0.652270522687189,3,0.7916666666666666,0.9484536082474226,1,4.3500000000000005,9.4474980262618,3,5,4,NA,NA
C,8,C_8,14,6,5,8,0.625,0.26666666666666666,0.897460200818325,0.8410226080635421,NA,21,21,312,7,1,1,0.9285714285714286,Allotment,Familiengartenverein Wiedikon,47.3591153,8.50162658610434,1,1,0.16666666666666666,0.21428571428571427,3,2,3,0.43629564486326644,5,1,1,1,3.718,8.098414457832181,1,3,2,NA,NA
C,9,C_9,148,12,22,40,0.675,0.15151515151515152,0.6624809455263859,0.4952205526470196,14.010475121586234,53,53,3641,20,0.9864864864864865,0.9545454545454546,0.9121621621621622,Allotment,Pauls Garden,47.36224,8.50003,0.8333333333333334,0.972972972972973,0.3,0.033783783783783786,3,1,1,1.358599210516527,3,0.6818181818181818,0.9391891891891891,0.9851851851851852,3.54,7.679511492390909,2,4,4,NA,NA
C,10,C_10,120,22,23,46,0.5869565217391305,0.09090909090909091,0.8492409494764195,0.6756139138133664,9.259641873278238,38,39,3144,18,0.9916666666666667,0.9565217391304348,0.8666666666666667,Allotment,GZ Bachwiesen - Zürcher Gemeinschaftszentren,47.37907,8.48641,0.9545454545454546,0.975,0.23809523809523808,0.225,4,2,2,2.03691372553782,3,0.8260869565217391,0.9666666666666667,0.9903846153846154,3.928,8.43826091625753,3,5,5,NA,NA
C,11,C_11,22,9,8,13,0.6923076923076923,0.18055555555555555,0.9070523152537534,0.8376576406271609,NA,27,27,84,6,0.9545454545454546,0.875,1,Allotment,Familiengarten Heuelsteig,47.3683693914919,8.57004185552238,0.8888888888888888,0.8636363636363636,0.5,0.6363636363636364,5,2,1,0.774248387096769,6,0.875,0.9545454545454546,0.9545454545454546,3.914407407407408,8.469106124845204,1,3,3,NA,NA
C,12,C_12,41,15,17,23,0.782608695652174,0.09019607843137255,0.838977182086655,0.7923526055956219,2.6279391424619636,38,39,1140,9,0.975609756097561,0.9411764705882353,0.975609756097561,Allotment,Familiengarten Wehrenbach,47.35557,8.57667,0.9333333333333333,0.975609756097561,0.2857142857142857,0.5609756097560976,4,2,2,0.789781593406593,2,0.8235294117647058,0.926829268292683,0.95,5.696,11.754821371813382,3,4,5,NA,NA
C,13,C_13,87,10,18,27,0.6666666666666666,0.15,0.7105780833816224,0.7097676448830976,7.171717171717172,16,19,4229,12,0.9885057471264368,0.9444444444444444,0.8735632183908046,Real estate,Eisenbahnerstrasse,47.38901,8.49055,0.9,0.9885057471264368,0.1111111111111111,0.011494252873563218,4,2,2,0.6039708832680879,3,0.6666666666666666,0.896551724137931,0.9743589743589743,2.42,5.59487784174489,2,3,5,NA,NA
C,14,C_14,18,9,5,12,0.75,0.26666666666666666,0.9212712133524714,0.8395036366393074,NA,32,32,990,12,0.6666666666666666,0.6,0.6111111111111112,Real estate,Regina Pärkli,47.41207,8.53283,1,1,0,0,5,2,2,0.379617330316742,3,0.6,0.6666666666666666,0.9090909090909091,1.08,2.092961566537329,1,2,2,NA,NA
C,15,C_15,31,7,9,12,0.75,0.19047619047619047,0.7542516905788822,0.7293658680218983,NA,28,31,565,11,1,1,1,Real estate,Stüssistrasse,47.3933,8.54002,1,1,0,0,4,2,2,0.6851375,3,1,1,1,4.92,10.39282350541945,2,3,4,NA,NA
C,16,C_16,50,7,13,18,0.6111111111111112,0.1978021978021978,0.7798933285061546,0.6798272939179655,NA,16,23,3846,14,0.98,0.9230769230769231,0.94,Real estate,Grünau,47.39639,8.49091,1,1,0,0,6,2,3,0.397679451043024,3,0.8461538461538461,0.96,1,4.0600000000000005,8.82804750805047,1,3,3,NA,NA
C,17,C_17,46,11,15,22,0.7727272727272727,0.13333333333333333,0.8334001429769246,0.7846630861318563,8.125,25,27,5797,12,1,1,0.8043478260869565,Real estate,Bernstrasse,47.40279,8.44555,0.9090909090909091,0.9782608695652174,0,0,5,2,3,0.555334768009768,2,0.8,0.9347826086956522,1,3.0700000000000003,7.05521209869341,1,4,4,NA,NA
C,18,C_18,43,8,15,20,0.7,0.16666666666666666,0.8601105237111479,0.7725853154352021,6.7669172932330826,16,17,7492,14,1,1,0.5581395348837209,Real estate,Färberstrasse,47.36174,8.54998,1,1,0,0,4,2,2,2.067454941286726,2,0.8,0.8837209302325582,1,3.2,7.176513168640289,1,3,2,NA,NA
C,19,C_19,25,13,14,21,0.8095238095238095,0.11538461538461539,0.984413414055871,0.7875650646516913,2.9585798816568047,21,22,523,10,1,1,0.64,Real estate,Sägestrasse,47.39319,8.44674,1,1,0.07692307692307693,0.08,4,2,2,0.744722109013051,2,0.7857142857142857,0.88,0.9473684210526315,2.46,5.58654992585358,1,3,3,NA,NA
C,20,C_20,93,14,15,29,0.5517241379310345,0.1380952380952381,0.8268404125244988,0.49824435498869646,15.136054421768709,31,37,13052,10,0.989247311827957,0.9333333333333333,0.956989247311828,Real estate,Genosseschaft in der Ey,47.37421,8.49236,0.9285714285714286,0.946236559139785,0.15384615384615385,0.10752688172043011,5,2,3,1.653988274572436,4,0.8,0.967741935483871,0.9887640449438202,4.124407407407408,8.800624667379244,2,3,3,NA,NA
C,21,C_21,62,12,16,27,0.7407407407407407,0.140625,0.8381199153051218,0.6489447816870512,7.526881720430108,25,25,1221,17,0.9354838709677419,0.9375,0.8387096774193549,Real estate,Waidspital,47.398,8.52109,0.9166666666666666,0.7258064516129032,0.09090909090909091,0.12903225806451613,5,2,3,0.696917280915825,2,0.6875,0.8709677419354839,1,3.914407407407408,8.469106124845204,1,3,4,NA,NA
C,22,C_22,177,6,18,20,0.7,0.18518518518518517,0.3857171248205131,0.4788873863882412,7.440476190476191,18,19,1504,9,0.9887005649717514,0.8888888888888888,0.943502824858757,Real estate,Hägelerweg,47.36794,8.50046,1,1,0,0,3,2,2,0.399302780775642,2,0.7222222222222222,0.9661016949152542,0.9940119760479041,4.92,10.39282350541945,1,2,3,NA,NA
C,23,C_23,39,7,14,17,0.7058823529411765,0.17346938775510204,0.7905195528028315,0.8472924368181156,NA,14,15,3120,6,1,1,0.8974358974358975,Real estate,Leimbachstrasse,47.33505,8.52019,1,1,0,0,4,2,2,1.389988274572436,2,0.9285714285714286,0.9743589743589743,1,3.914407407407408,8.469106124845204,1,3,5,NA,NA
C,24,C_24,56,11,22,31,0.7419354838709677,0.128099173553719,0.8821584773414013,0.6560491729398411,7.77972027972028,23,28,1416,14,1,1,0.6964285714285714,Real estate,Altwiesenstrasse,47.40297,8.57899,1,1,0,0,4,2,3,1.866854941239106,3,0.8181818181818182,0.8571428571428571,0.975,4.124407407407408,8.898977240264694,1,4,4,NA,NA
C,26,C_26,99,14,22,36,0.6111111111111112,0.11688311688311688,0.8664296695134739,0.7127010221551723,9.187370600414077,31,31,979,13,0.98989898989899,0.9545454545454546,0.9292929292929293,Garden,Gladiolenweg,47.38128,8.49833,0.9285714285714286,0.8686868686868687,0.38461538461538464,0.4444444444444444,5,2,2,1.242274188598656,4,0.8181818181818182,0.9595959595959596,1,4.124407407407408,8.800624667379244,2,4,5,NA,NA
